state,business_id,name,postal_code,latitude,longitude
NV,wUxM5pCY2wfB1kjXBXIa5Q,Jersey Mike's Subs,89120,36.0586694,-115.1059228
AZ,UhP-yXtTi8HsQ6_7aQ7UlA,Jake Break Cafe,85043,33.4284531434,-112.223193216
NC,ieL2bzG1mQ_4wbWZ9Y3mVg,Island Grocery,28212,35.2039919,-80.7462014
OH,AWL3aobRhxf45LPe_5BEqA,Pizza Hut,44202,41.3200649248,-81.3480358225
AZ,B8y-FpC2lqNxd8xI7EJzlg,Bacchanal Ristorante,85016,33.4797994,-112.0166115
AZ,Mg7AbrKjARuHBaixSk1AqA,Native New Yorker,85296,33.3479614,-111.7571331
AZ,R7Aq67tp9Ey_V9tGr_oceg,Del Taco,85209,33.381458,-111.6013769
AZ,mURFkV4ZFTxNCLApbUox8Q,Aguila's Hidaway,85323,33.4474664517,-112.34029511
WI,NiBzh0kHusvH5rdnpm7yVw,Bandung Indonesian Restaurant,53703,43.076604,-89.3745656
NV,me17NOULVwu40AdKGYHIaQ,Rocco's Ny Pizza & Pasta,89123,36.0432633089,-115.150275975
WI,2hGAmn6CJKT-Q1deaEBtGw,Pasqual's,53711,43.064708,-89.416916
OH,dkJb9ustnZNogY4QDvjaYw,Guilio Bonazza's Pizzeria,44060,41.7142793,-81.2984618
OH,507GRbrr770MTG0lOhlfYA,Ginger Sushi Burrito and Hibachi,44060,41.6536477026,-81.376606822
AZ,32RDYS1pxMytL1rBSF__UA,Papa Murphy's Take 'N Bake Pizza,85202,33.3775473,-111.877016
WI,JfGnBe_IGDV0RZjAADp4yA,Yola's Cafe,53719,43.0554282,-89.5231822
AZ,-UM5wXw2scKFW6QHchBL4Q,Dairy Queen,85310,33.6821092,-112.2052527
AZ,T7YqBNASs4gNUsooLzzbuw,Christopher's Fermier Brasserie & Paola's Wine Bar,85016,33.5096247,-112.0253774
PA,7SLdPD6ve1hhrrN_sMH7Fw,Pleasant Bar,15236,40.3396186,-79.9647781
OH,CnzA13qvPRibyA4eACQKFQ,A&W,44240,41.1511648,-81.3826563
SC,HerosKATot0-_0d-8u-5kQ,Domino's Pizza,29708,35.0615429,-80.9927613
AZ,G60mnTWpe1J13fWhIGlmxA,Jimmy John's,85210,33.3798464,-111.838931
PA,t28N3EEswYeTtOu27lnYtQ,Mauramori Cafe,15201,40.480421,-79.954097
NV,DcF162waTQvZd-G0G_J4wQ,KFC,89121,36.0998,-115.105
AZ,0HwrX6P6lh92F0f-A_QzjA,Sam's Cafe,85016,33.5095991,-112.0260037
NC,O5vXNIody0SMddowzrAMXQ,Pizza Hut,28269,35.3337069,-80.7951329
OH,mEx2NJBepbnVSjZG6MqwJA,Panera Bread,44145,41.468284,-81.909276
WI,AIEyiX9-yfXQgvLOtBgFgA,Paco's Tacos,53589,42.9164723,-89.2208498
AZ,UY3MJUfAvWTDLM1zVdpa3w,Jersey Mike's Subs,85297,33.2855958946,-111.787575987
NC,BvYU3jvGd0TJ7IyZdfiN2Q,Manzetti's Tavern,28211,35.156338,-80.831878
NV,H2Chxto2e6dHTDJ8-s3-pQ,Roberto's Taco Shop,89169,36.1410796647,-115.119311392
NV,sd7Ci7gTC6Ia1cAIPcmDGw,McDonald's,89103,36.1142979145,-115.195554517
AZ,t8YhDctOEB2WsG88z12DIw,Anacapa Restaurant,85375,33.6866963676,-112.3441434
NV,PChG1Dm0A6AXIXkXGVK8Fw,Sasa Sushi,89129,36.2189900672,-115.258273815
NV,zYKNDLEExBNKQQrW6vvz_Q,Rockin Crawfish,89119,36.115914261,-115.139736675
AZ,SspR8JrDvf4OAa5aOq7I_g,Papa John's Pizza,85331,33.797531,-111.976648
PA,adJc9AzAa-kM7PJFulokQQ,Veltre's Pizza of White Oak,15131,40.3524541,-79.8215256
PA,fjtmOAoiJdMCFFzrkEJESg,Eat N Park,15241,40.3413412219,-80.0543103879
WI,YsxyAYrg2LdMvf7nhp39Ow,Dahmen's Pizza Place,53705,43.0609491,-89.4968068
NV,OzPSwxV8AH2S5KvoBTjH5Q,Tropical Smoothie Cafe,89103,36.1243036,-115.2431013
NV,MIeVxFe29Jl33reMYewacw,Burger King,89121,36.0998266141,-115.100727293
AZ,BxwUDCVbBH0supUQ1wNslw,Bistro 24,85016,33.508711,-112.02943
NV,gbsDvIBVQtVTpzUUzlE3GA,El Pollo Loco,89074,36.0406999,-115.0471441
NV,gV9qWwd4eU8GffyuvQ4hwg,Young's Hawaiian Style Kitchen,89130,36.2183313,-115.2081814
OH,GCr0eTVnVzFE72c-VJezoQ,Angelo's Nido Italia,44106,41.5083694,-81.5985636
NC,tFPHbbzlHJKIzY8uooVF8Q,Fuddruckers,28105,35.123349,-80.710076
PA,mpu9vXwm57D3IKuLn13zjA,Cecelia's Pizza Kitchen,15147,40.504564,-79.8434867
NC,EPBEz9ifFo6JqPUUH_BdMg,Thai Thai Takeout,28203,35.1999856,-80.844183
AZ,eMnCAvoCsZ3L1UuI4A0Vtw,Golden Corral,85205,33.4499533,-111.6849621
AZ,l7_pJgcg2onEj5QHWzVFvA,Wendy's,85054,33.6576228,-111.9282722
OH,pW-fOxuaWBkIhum5NANx2w,China Sea Express,44115,41.5012146,-81.6809972
NC,VCjrZPeRDBNQHq_qFQgclw,Andele Mexican Restaurant,28027,35.4298085522,-80.607538146
NC,BFU_tJo4s7jKlizKybvs3A,Food Lion Inc,28269,35.3434293,-80.7695827
AZ,koeALuQceWSzj453h23nsQ,Piggly's BBQ,85204,33.38449,-111.80411
OH,MJpn_jUivKSgTtjNon63hA,Zeppe's Pizza - Mentor,44060,41.670138,-81.339511
NV,74pWjFssgqyhaVg-YCUo3A,The Cracked Egg,89129,36.2191781,-115.2624712
AZ,HO5cfgdnn13z-7sDSgrWkg,Taco Haus,85254,33.5825041887,-111.926018434
AZ,-kzdfAFoqPpJU903Zt_aeA,Brokers Bar & Grill,85254,33.6377527,-111.9262663
NV,IGYlCWnhjTg8QHvnaxpagA,Nina's Cafe,89103,36.1148713,-115.2066735
NV,ltl1WFdxYcyKOCnV6llQjw,Cathay House,89103,36.114539,-115.195684
IL,TEXUVhF-G_v2Sxwqti8HQA,Old Chicago,61820,40.139794,-88.243786
NC,-qjFaSJsOiq_ehnpe_Gtbw,Thien Phu,28205,35.2177632,-80.7929533
AZ,75ibA4xCKllkq97xsSe1Jw,Suki Hana,85282,33.3831468,-111.9647254
OH,XV9KK1vTTzrYLYxQPMuM9Q,Wendy's,44146,41.3693203355,-81.5138908441
AZ,ELUUibdDcrZHyvE-e-QsVw,Mac's Broiler & Tap,85283,33.3622751,-111.9112375
PA,O8LGIntnNi4tgMyPQT2myg,61C Cafe,15217,40.4362552,-79.9227135
NV,Tx5v0n6LDjMWn90Q93f00g,Boulder City Chamber of Commerce,89005,35.9737388,-114.846724
AZ,xZeMt4Vg-P9PTyLgCe5phg,Bellagio Pizzeria,85215,33.451236,-111.73215
AZ,Zju9aNvftYAJULT3LGsZzA,Jack-In-the Box,85029,33.5827219,-112.150996
OH,Vu6yNbKinh-54QT8i27LCw,Hong Kong Kitchen,44109,41.470185,-81.701072
OH,X1znRmmqMOSpN7LGVhAHQw,Bob Evans,44024,41.5886423316,-81.2226292491
IL,0FrYsoVHheQGoXEQsH2d2Q,Aroma Cafe,61820,40.1170558,-88.2432469
AZ,3qrotwyf69IpNqwsZN8U7A,Spice Restaurant,85029,33.582793,-112.114918
IL,CKqHfvcqx73-Uz0xGMHL6Q,Wingin Out,61820,40.1099627,-88.2351409
IL,kyXEnWKQGWSThY6EcjORuw,Zorba's Restaurant,61820,40.110085,-88.229304
AZ,g2Y2lnMmnOouvivEie9myw,Church's Chicken,85210,33.3939413,-111.8399527
NC,jXHmmircEbhQmZjWDR1xIA,Bistro La Bon,28205,35.2205898,-80.8157717
PA,udl3Dd4UrUEEAxhuDwnmdw,Woody's Little Italy Restaurants,15132,40.3144526,-79.8298837
PA,uEqkWCzfywBb8hCHhTquIA,Il Pizzaiolo,15116,40.5545250338,-79.9181200857
NV,wWFvHY9YVWtyfCsDO8jQiQ,Quiznos,89120,36.0722883626,-115.100333159
NV,rdE9gg0WB7Z8kRytIMSapg,Lazy Dog Restaurant & Bar,89119,36.0701464765,-115.173856268
AZ,VsHhy9ixEze-AxNYt6UxLA,Crust Pizzeria & Ristorante,85032,33.6383223424,-111.978408801
OH,r0qkp4khoxEe1dVKSRZmUg,Babe's Cafe and Bakery,44131,41.3852697,-81.6406473
AZ,RH6GHFdAS-uj7nBDFjsBoQ,Pizza Hut,85374,33.6393810419,-112.352495081
PA,ZJjcyXWPg_d-jx7obAtitA,Dad's Pub & Grub,15146,40.43369,-79.750897
AZ,Gq3OgSd5KflKuwNJmuWt7Q,Calico Jack's,85303,33.533158,-112.260384
WI,e-finkL51hroOJ0GZ8jcXA,China One West,53719,43.055135,-89.497286
AZ,FdiZDOs8LbSnBpA_e5R5HQ,Jet's Pizza,85248,33.2442122484,-111.840522587
NV,b1WGIdd_oSwGYZtC769Shw,Rachel's Kitchen,89149,36.2884223309,-115.286549547
AZ,pwablDuLsQOdpHAEcNFtww,Abuelo's,85382,33.6332373212,-112.23757267
PA,CS7DuVN2YkWDU7aoeFj-og,Starbucks,15275,40.4481240171,-80.1794339745
PA,8nLxiZc7vr_GI6GcFhWc0g,Buffalo Blues,15206,40.4583902,-79.9255146
OH,-z0hKdmi9e37zZoUE6bjiQ,Taco Bell,44223,41.145004,-81.508702
AZ,Wg4jlAgOUB51aX1c3ex9GQ,Sushi Sen,85253,33.5393084,-111.9226306
AZ,3-nPI5TJVKXEBJnFU0L8yw,Wokee Express,85234,33.3638638,-111.7880549
WI,2-su3xdxOvyF0_2GZN4FLw,Short Stack Eatery,53703,43.0745169946,-89.3899215013
NV,-FtngCwHCD2tRlH8jpj_Ag,Hash House A Go Go,89014,36.0594470666,-115.046847863
AZ,Awm9xctpNl-XrI4eN0mt6A,Blue Wasabi Sushi & Martini Bar,85250,33.6740553,-111.8880447
OH,ZspvlO5Dvtd517YhVLJJ_A,Tomo Sushi & Hibachi,44113,41.499484,-81.7004539
NV,Y5qoU8Cau4ZbWMTEpbuWpA,Bazic Bar & Karaoke,89146,36.1256933,-115.2112778
NC,ZMEax9auuGMUPqxl2D3kLA,Passage To India,28213,35.305741,-80.7234
AZ,oC8EAFQHnvdSEY1nmo-mNA,Ha Ha China,85268,33.5946796,-111.7126962
NV,ewhYqXL8jLrNpwQGnGIhyw,Gerardo's Taco Shop,89109,36.1225300887,-115.244626366
NV,dhoyGQK6mEZG2gnlm9iz5w,El Dorado Mexican Grill,89131,36.29733,-115.270268
AZ,pOJMqoyWtOVxtjB_dakVzw,Kokopelli Mexican Grill,85016,33.507455,-112.040131
AZ,u--jf3lS_04kmQNO4liAsQ,Capriotti's Sandwich Shop,85016,33.5246905423,-112.047209605
NC,ljjBWO5u-frOjVC-6amy1w,Corner Cafe & Catering,28134,35.1118189,-80.915583
AZ,XHuDSjhdEdir6-ztSyCvHA,Apache Lake Resort,85545,33.576459,-111.253141
NV,3GFwQiMc4UB5rMSi4HPy-A,Kunchorn Thai Restaurant,89121,36.101045,-115.1007958
NC,rDoT-MgxGRiYqCmi0bG10g,Hardee's,28078,35.408287,-80.855025
AZ,AP9WYVvWFZLlZ7fyzpd23g,Cup O' Karma,85225,33.3033546654,-111.838380508
WI,qou7HXpSiGdNzSmxhf59XA,4B Cafe,53575,42.9383678,-89.3835669
NV,sN-EtbzAnEI9ilHruasd9w,Tennesseasonings,89113,36.0552046,-115.2509345
AZ,9vMQMbmfXl1qC8iJECEWjw,Linda's On Osborn,85016,33.4872648,-112.0308423
NC,srpU4CLSxzZcNdAUBfiiRg,South 21 Drive In,28205,35.2033081,-80.7904448
PA,88RpvqqXf6TYnkcBHIXlUw,Acropolis Gyro House & Grille,15147,40.5045703,-79.8431528
NV,5fSz08wFcBhCeCXh7sxG5A,Runway Cafe,89169,36.098988,-115.161644
NV,ZAqgv1gply0m_4fHAIffWA,Chronic Tacos,89103,36.114539,-115.195684
AZ,hDaookbWWFR3bEm-1_orrw,Sutra Fine Indian Cuisine,85395,33.465357,-112.35646
OH,YKaOsHJpLzAfr-wgxN7xVQ,Jimmy John's,44241,41.2497522,-81.363154
OH,CcrCrPIfG2o9Jpz6qg3D_w,Mr Hero,44137,41.4125207,-81.5653265
AZ,k3Rgx5dG5pj1c3hbuniQ1g,Angie's and Jimmies Pizzeria,85308,33.6391219,-112.2146092
OH,1FGe55e-ZPkumoBK7cyjnA,El Rancho Mexican Restaurant,44223,41.1822299,-81.507809
AZ,itkonl5geVMxAOUTNiOHPQ,Bar North,85254,33.6239558569,-111.928832675
NV,gGqppHYDpINGjRb8ru-dsA,Imperial Hawaiian Luau,89136,36.11829,-115.172535
NC,t54Zsk6hV-17BZ6DzOEq4w,Hickory Tavern,28226,35.091347,-80.845919
NV,Xz3ClYYqk5rCzUaWYybYOQ,Hacienda Del Rey,89109,36.13884,-115.137903
AZ,TXU6j2y9Nem41SxxUUgA6A,Blue 32 Sports Grill,85054,33.6580797816,-111.932623367
OH,wDq5f57tb6RViBvQ9In5xQ,Spectators Sports and Grill,44094,41.586716,-81.439334
NV,qMOyKuyZpFH-Lmszd3Mn-A,Al Dente,89136,36.175,-115.136389
AZ,IcRU77wfLWD2ecbwjMzMGg,Great Wall Buffet,85308,33.637417,-112.187539
AZ,GgX6-0pL0_MWdGj2Nr8xEA,Dog Town Chili Dogs,85281,33.423411,-111.94049
PA,6OV-xbmgjdXUZ80BdjXfJQ,Ziggy's Tavern,15237,40.5719693,-80.0369749
NV,T9XOUa2dX4conDOqjUtmhA,Sicily's Pizza II,89109,36.1326597,-115.1728049
NV,xpCBsOqICPNtcR07qOL0bw,Carl's Jr Restaurants,89102,36.1262617,-115.2070164
AZ,kxzS-zh5nUNvBzYz2Q47pg,"Spotted Donkey Cantina, el Pedregal",85266,33.798073,-111.926458
PA,BHmWj2gagqO0_UHMvgOydw,Cuzamil,15222,40.4412585,-80.0033712
IL,PSxi7pis1yJpFfM-grdNXA,Sol Azteca,61866,40.3060382272,-88.1557162551
NV,GY5v_jZFuFGRyqqY4xEN7g,Sushi On Tropicana,89121,36.099319,-115.114283
AZ,cRCYeQOWjveBc0-SHwXCPg,Pick Up Stix,85016,33.508736,-112.041489
AZ,uhyDNWYRSsom3VrFgOgP_w,Greka Pita,85016,33.5083544412,-112.043734214
NV,yGXKMV1omio1I_3qNLdtAA,Sonic Drive-In,89130,36.2206556,-115.2160948
AZ,Py2XfQ6nZCLpdCRSg8EBew,Quiznos,85296,33.3013481,-111.7435897
AZ,Q85C-Y6nMrKekLa-kCN8tw,Wendy's,85037,33.5079533,-112.2734079
NV,QCbptr697vAb630rIq9gUQ,Winter In July - A Pop-Up Lunch with Yonaka and Snow Shavery,89103,36.1149052,-115.2097436
OH,u_ZGUzNkGppD0-WR61bd1A,Papa John's Pizza,44120,41.4650105,-81.5611166
NC,hwD7C7suAPXJviSv7XBoSg,Nori Japan,28211,35.1529169725,-80.8330051973
AZ,5KWJZHhG88echvquDBu4iw,Tronco Sonoran Grill,85258,33.5743919371,-111.862253692
AZ,nCJMgK00U7J3MyjLqZOSeQ,Los Portales,85009,33.4792692,-112.1348929
NV,haubHM36Z-enialDObecrw,Pellegrino Pizza & Deli,89119,36.099039,-115.17044
AZ,tvUhTJcZ0R0TrP8AwuwSkQ,Humble Pie,85256,33.5545188,-111.876082
AZ,NqDPkJCMxK_0KiIkL9GYEQ,Jilly's American Grill,85226,33.3162778,-111.9680183
NC,7tAVbCxJC0HJRf9TsozzYw,Margarona Mexican Bar and Grill,28270,35.1374040267,-80.7333885918
PA,KEaCHdsY7w7CBsZ6h2dLeQ,The Green Mango Noodle Hut,15218,40.4325714,-79.8937279
NC,CR4fW7p_6bpTkul1SdpRsg,Moe's Southwest Grill,28210,35.1474859643,-80.8333519277
OH,hcrjdLHf8UlR-D1-rTEkfw,Open Pitt Barb-B-Que,44108,41.5415388,-81.5990378
AZ,5AajNPuScRYr_pM6QJYb6w,Taco Bell,85204,33.3792,-111.7855
OH,dPxL6P_Gp74CqSPuL59Srg,Athena's Deli & Restaurant,44012,41.5055049,-82.046976
AZ,bk4FIHt8ODRBPfqL4Fd2aQ,Indulge Burgers & More,85254,33.5808348,-111.9268582
NV,h0MNaniQdLa3ZGmXh9DDeQ,Dot's Southern Kitchen,89115,36.240070343,-115.065383911
OH,Da0c8BkSx0gxk5HwoZJiYQ,Corleone's Ristorante & Bar,44134,41.4081300284,-81.6906800866
AZ,rCiHu1nHXc0dqymEvKqSfw,Boston Market,85282,33.3912326,-111.9088323
PA,y5v2vmVlWZS-o9q-c1Wb-g,Chick-fil-A,15120,40.4127,-79.907871
SC,6axCBHqLYCD_i6_FfbSzNQ,Zaxby's Chicken Fingers & Buffalo Wings,29715,35.0860645,-80.9328253
NV,hf761YTEXm0B1GdtGHGGYQ,China Bistro,89005,35.9708473569,-114.852456227
PA,e2zO5THDYoDOcyXcWnQv5w,Salt of the Earth,15206,40.4639479,-79.9316099
PA,h6QDKfzOcjLAw08AzRWvEw,Cafe Georgio's,15102,40.338568,-80.050482
AZ,T6ihfy4SYiF4PvuE6Y0VPA,Wendy's,85034,33.4347977409,-112.013730988
AZ,QOY3Tpm_-7-8px8jqibz4A,Phil the Grill,85034,33.4486643,-112.016724
NV,pKk7jCFIm96qDdk0laVT2w,StripSteak,89119,36.0911934011,-115.176574392
AZ,GRAO7h1dc7qTDub4JQIDCA,Pollo Campero,85033,33.4797,-112.225412
AZ,sWwCwjsd27k0Y8m1RIWZEg,El Chorro,85253,33.5317856,-111.9611814
NV,l-syVU_B8T4ZTr_SpMCKfg,Popeyes Louisiana Kitchen,89122,36.0836183,-115.0326192
AZ,LRyJquzweF4oMgJhkvwL5Q,Press Coffee,85248,33.2609620177,-111.885138226
OH,H0ivwG7v-ZrpJTJ-gmQ2jA,Wine Brew and More,44070,41.419932,-81.921773
OH,TEvCRTMnOYwQ9Up9lWXxfA,Danny Boys,44278,41.0999989,-81.4403871
IL,Lx7e54TaIPtxW5aZ6Ze38A,El Toro,61866,40.3117922,-88.1254802
OH,RGEcWqzrCR83HSkWiXIV8A,Willowick Restaurant & Lounge,44092,41.621099,-81.452957
PA,lK_iVjCur58if_XcbENGqg,Don Campiti's Pizzeria,15216,40.3966306,-80.0357966
NV,wShT0KXCW0ZAnNKdJr_1pg,Panda Express,89117,36.1585938604,-115.311124637
WI,V1MTfnI-1T7lqZO-Y_qXAg,QDOBA Mexican Eats,53705,43.073602012,-89.4354982674
PA,QYlhQ9ivxXFSD7dE_1cy5A,Big Shot Bob's House of Wings - Beechview,15216,40.405401,-80.0301225
NV,uRbuizm1j_9gTRMJJaev0w,Villa Pizza,89014,36.0649691,-115.0462399
NV,Piie0HHGJlgZP5woDuWhlg,Tony's Place,89014,36.0557242,-115.0559333
AZ,A-KOfbVxAcpfIq0u9kTM9A,Peter Piper Pizza,85286,33.2631795727,-111.856432372
PA,Q4WmBfRD6rcTSXVZqjKC5Q,Mount Everest Sushi,15213,40.4415916,-79.957276
OH,dXzLioqrEncX5nONdhhjMg,Anderson's Sports Pub & Eatery,44060,41.705995,-81.3616629
OH,LkTzWJtcLqKwH5Pe4tUQJw,Potpourri Fondue Restaurant,44060,41.6741559,-81.3230395
OH,_6eGIZJNgEM-gVVfWcGghg,Manhattan Deli,44060,41.6735337825,-81.3209590475
OH,Xcal78l5dziYYUOfLcDeoA,Morning Owl Coffee House,44262,41.147444,-81.440942
NC,zd8dDaVh-BQHDieaIu-rVA,Frankie Boys,28277,35.053486,-80.815603
NV,ehRigNzlkRQlvhzKr7PLCQ,KIT's Kitchen,89014,36.0686726,-115.0695301
AZ,czhels9QL_TAAtLbBtnkow,The District,85251,33.501281,-111.9229426
PA,dDW4Ou_cT1aBMA5JcRuCSQ,Ya Ya's Pizza,15129,40.286584,-80.022637
OH,9fH0ow907crGLmPnHFeI0A,Petti's Pizza & Restaurant,44092,41.6064539,-81.4746949
OH,9bxcpud3GREFOxKY2cbheA,Verso Casual Italian Bistro and Pizzeria,44134,41.4036168,-81.689745
NV,MD4Pa7A3EyQDwscwCQqnmQ,Rubio's,89123,36.052392,-115.1690207
NV,KjV_68oLLSpqR96VnV68tw,Roberto's Taco Shop,89123,36.0003820004,-115.154377744
PA,KpfCj839-MPcxM8FKkW7GA,Taco Bell,15205,40.427386,-80.055098
NC,_ZZs0xaIg_evDhtzgYFYtw,Mr G's,28208,35.2137529,-80.927661
NV,1WsXLCPRP2EZ9KoBRTkSbw,PT's,89128,36.1965066,-115.2486868
WI,DQMaUSbKsRtB5lJD3egqxQ,Wah Kee Wonton Noodle,53703,43.0770678,-89.3744
AZ,cVkCERGYfelZ9YOZTFl-qg,McDonald's,85259,33.5890172,-111.8356301
AZ,Qw39dZRMZC0_XniRfskJGA,Denny's,85054,33.655680364,-111.930081546
AZ,daI7_EpE3ZrkEZEt2qdTBQ,Pastries N Chaat,85226,33.3070886538,-111.899664372
NV,ZbHE1ZncONeH-q93GuVGdA,Don Tortaco Mexican Grill,89113,36.021245,-115.266568
NV,YQPBL0x8fmnIY752eUoPqA,Opus Too,89074,36.0245717,-115.0903277
NV,mnU3iGsL55MCWXiWV3AcAQ,In-N-Out Burger,89149,36.2652651,-115.2570317
OH,sH0IBENjMdWMEjqEfep0Qw,Romeo's Pizza,44278,41.100808,-81.4377441
OH,dFZ8hE_RZJeCuWnfY1oo4w,McDonald's,44278,41.100674,-81.439192
AZ,g-I48SaHtdIGR5ZEoVeNFw,Sushi Ken,85073,33.305739,-111.992238
NC,G8XgwAr9Ex39SI-DUFZRSw,The Trail House,28079,35.0493422,-80.6456398
AZ,4Ed3F19uxlXg4gNNFAuojw,La Flama Mexican Food,85035,33.468226,-112.221156
AZ,pxr0E_5jIdz1VT0kPduo-w,Meatballz,85226,33.3055793,-111.8999977
AZ,rBxFYhMxq2bIA9FGKIfCrA,iKitchen,85226,33.3197988,-111.929773
OH,7FKvhOx2iZbz86T3aOhB2w,Cleveland Pizza Co,44060,41.6668211,-81.3358828
OH,f8q51Apmg7Ojq4S1cXh9tw,McDonald's,44286,41.221126,-81.629196
OH,fD92UNmTPOQYxowtwJ-ZNg,Lager & Vine Gastropub & Wine Bar,44236,41.2398719788,-81.4418106079
NV,1T1E5g1e-94becqAzvbLDQ,Wendy's,89015,36.0345735,-115.0014549
NC,er-nETZUCUpNKsoKUP97kw,Wendy's,28215,35.2517515,-80.657392
IL,Hx-um-V0sTHjMZX0UcW0kA,Dairy Queen,61853,40.1916275024,-88.4017791748
PA,vSXum5CZEgnouVyPo5BTWA,Pizza 412,15210,40.3922377,-79.997446
WI,M8jR5XMgr2jWrs_EYtaAeQ,The Original Vientiane Palace,53711,43.0676944,-89.4107334
AZ,Bpjhk4ZtncUnntdqurIrfQ,MG Views - Scottsdale,85256,33.5545531,-111.8760438
AZ,1PpxBdNp8LeyeFXd2emfaA,34 Easy St,85377,33.825219,-111.922644
AZ,7sh1qDlGo_80zpJfFrnb4Q,Giordano Trattoria Romana,85377,33.8233303,-111.9235775
OH,bfF90MspMbqLWdcEU9JLcg,Wild Ginger China Bistro,44144,41.423007,-81.761769
PA,aZdHskuurZJXQ6C7oiqP_g,Johnny's Diner,15220,40.433881,-80.031424
PA,CERdu01pl1cGUyjjJcIFPQ,Thai Tamarind,15202,40.491205,-80.047502
AZ,2rLuOMi6Q6zzqUU8ltreSA,"First Watch - Breakfast, Brunch & Lunch",85281,33.4215708,-111.9416683
PA,tyniJe6u80Z7QmWlX7Wmaw,Starbucks,15222,40.4438525211,-79.9936605408
NV,MyTsAeShB9pcWP84GSTAdw,KoMex Fusion,89147,36.1130397605,-115.261817568
AZ,F6Xyqyoi_RCTc3mf00ip2Q,J.K. Sushi,85022,33.639101,-112.0630967
NC,FlSz_R7LkZE-eqNDuQ_CjQ,Donatos Pizza,28211,35.1541493,-80.828582
OH,aURWnSm0BrHhp-0DSXFJww,House of Hunan,44130,41.3594084,-81.8150443
NC,pYXLiLIbCeLIeJhucyyyyQ,Jimmy John's,28269,35.3462714,-80.8432441
OH,4Hz3rBGQPNxiVL3GrCLdsw,Pacer's Ribhouse,44132,41.5989218,-81.5036784
AZ,EnOCjP3wBpoICvEZXil4Cg,Beijing Noodle House,85210,33.3890979,-111.8412444
AZ,p_-fGCrpUQZXSO6sGAs6Tg,Gyros on Central,85020,33.567452,-112.073536
NC,rHahPokF4Ne2yaI4lNKxPQ,Pete's Grill On Main Street,28164,35.3602619026,-81.0954551779
NV,gCx6B1rYx1qWWh-4WhudVQ,Mac's Kitchen,89121,36.1147452,-115.1084176
WI,WJhhjBkgS9FtXET_EJ1HTQ,Dickey's Barbecue Pit,53562,43.089992551,-89.5232093386
NC,J3_FTjy9LAtTtoW_cLwPxg,CO,28209,35.174878,-80.8487449
AZ,ITjzNOlmNSyS9FbsOZ3IUA,Mr Martz Hot Dogs,85302,33.4657423475,-112.069432028
PA,wZEK7GmLJ3hmkYBiRCo4Qw,Subway,15226,40.3829447,-80.0174146
OH,5jWBMCoR8aAXBM9RNyzzbw,Penn Station East Coast Subs,44118,41.50128,-81.5366
AZ,9i7m5zn2ky8Z63dth11UWg,Wally's Pub and Grill,85258,33.5651494,-111.9152929
PA,P1a2WApEoMb65s14RmqV2g,Buford's Kitchen,15219,40.4387270632,-79.9904322
NV,_blrEZQZ6et5QEUa-a2WLg,Panda Express,89012,36.041158,-115.047221
AZ,pgpnvPd3mWxI0O9WYUeLnA,Hot Bagels & Deli,85310,33.7135958371,-112.200125295
AZ,9aYmWMneDv9huo9140VJfw,Nourish,85296,33.3230501922,-111.719734812
PA,pYeQ80rPttM6KzMQ3MXE8g,Nied's Hotel,15201,40.4833631,-79.9498361
PA,WxHgUs1JDtubttO3MkQR_Q,Nonni's Pizza,15238,40.49266,-79.8630821
NV,nOkSC1GtMUJ_I70sb0SaeQ,Pizza Natali,89123,36.0431806249,-115.150212944
WI,4XGjbI2Ggi-kdgt9eZR83w,World Buffet,53713,43.0464285653,-89.3520848734
AZ,y_PwSB1XGsmvDcy67xlRPw,Honmachi Grill,85226,33.3057347,-111.9016653
AZ,japzjLMfmqsGszf2CG1org,Sainz Mexican Restaurant,85035,33.466287,-112.205971
OH,pWyhmTVRNw6hix3J__SqvQ,Hotspot Cafe,44115,41.4971496423,-81.6792781693
IL,lZ0W0-pQyS35ahsrZezNiw,Natural Gourmet,61820,40.0867848496,-88.2479522377
IL,5r-kh_n_ivSmkrfGMtbtog,Baskin Robbins,61820,40.1104641,-88.2439326
AZ,tXR5EE1q4JesG0XWawXWUw,Sunny's Breakfast & Lunch,85224,33.3072642192,-111.859706239
AZ,w0f2Hpn1Yf2TwoykTMoOXA,Subway,85305,33.5089357,-112.2646559
AZ,2KIlQsIHwYMkuwA0T4OKrw,Pizza Hut,85033,33.4937004,-112.2363687
NV,aEtbk_LuJREjm66jKmCQRw,LUV Lounge,89123,36.0568011759,-115.1290065
NC,MHoRFW0k2yPKlv8Ti0Ri9A,The Dinner Detective,28208,35.237471,-80.922732
AZ,_WvEXsx2eZ53lTWHlIx9kg,Blue Hound Kitchen & Cocktails,85004,33.4475192982,-112.073643756
OH,vRvWnE-qpVQrMT57Z-sEsw,Arby's,44256,41.1270683655,-81.8554366772
OH,Ykg-jzdJS5UAlkF5YaCsyA,Loparo's Pizza,44121,41.5200521065,-81.5191021934
NV,v2UKNMDqWN1UaWlK2Ugx2Q,Cici's Pizza,89117,36.1439128,-115.276078
WI,4Cj7zLIU47UY21yjdBGdtQ,A&W Restaurant,53598,43.1955564,-89.3441762
NC,iYF5pOkwltgKUWIzDNKx7Q,Cook Out,28210,35.0916321,-80.8690805
